ROW,GARDEN_PLANT_ID,2020 STATUS,PLANT_CODE,PLANT_STATE,PLANT_SPECIES,PLANT_PROVENANCE,ORIGIN_PLANT_ID,PLOIDY,TYPE OF HERBIVORY,LEVEL OF HERBIVORY,TOTAL AREA (UNITS?),VOLUME (UNITS?),VOLUME (HIGH OR LOW),90% HEIGHT (UNITS?),EXTRACTION WEIGHT (G),GC VIAL WEIGHT (G),GC WET WEIGHT (G),GC DRY AND VIAL WEIGHT (G),DRY WEIGHT (G),DRY WEIGHT (MG),% DRY WEIGHT,DRY WEIGHT OF EXTRACTED SAMPLES,UM TP,mM TP PER GRAM DRY WEIGHT (mM TP/G DW),%N,%C,TOTAL AREA UNDER THE CURVE,TOTAL # OF MONOTERPENE PEAKS,TOTAL AUC >28MIN,TOTAL AUC >28 MIN/mg DW,TOTAL # PEAKS >28MIN,"1,8 CINEOLE AUC",UNKNOWN 3.2 AUC,STATUS LIVE OR DEAD,NDVI_COUNT,NDVI_AREA,NDVI_MEAN,NDVI_MIN,NDVI_MAX,NDVI_RANGE,NDVI_STD,NDVI_SUM,THERMORIGINAL_COUNT,THERMORIGINAL_AREA,THERMORIGINAL_MEAN,THERMORIGINAL_STD,THERMAL_AREA,THERMAL_MEAN,THERMAL_STD
11,302,D,NVT.1.6,NV,T,1,6,2n,aphids,l,776.2273615,51031.51543,High,65.743,0.04971,14.96381,0.05194,14.98339,0.01958,1.958,0.376973431,0.018739349,2764.8975,147.5450115,3.5,44.88,21593.7,71,21593.7,11028.4474,71,2116.09399,1769.73389,.,40,0.418366116,0.126462335,0,0.253012061,0.253012061,0.061748935,5.058493404,20,0.405099648,14840.2,348.7534373,0.405099648,15127.1,321.4002022
11,304,A,WAT.1.4,WA,T,1,4,2n,.,n,841.8148216,50039.99844,High,59.443,0.04928,15.12172,0.04962,15.13897,0.01725,1.725,0.34764208,0.017131802,2599.7475,151.7498011,3.28,47.02,35718.2,74,35718.2,20706.2029,74,2423.7478,1097.69971,.,126,1.317853265,0.166873203,0.022222223,0.295081973,0.27285975,0.065450269,21.02602355,63,1.276063891,15051.77778,315.8845703,1.276063891,14922.61905,418.5442052
11,305,D,MT'W.3.7.R,MT,W,3,7,4n,.,l,764.8329569,16710.83528,High,21.849,0.05149,14.96798,0.04889,14.9915,0.02352,2.352,0.481079975,0.024770808,4481.8425,180.9324311,4.01,44.34,45627.1,81,45602.95228,19389.01032,78,5738.47998,979.06738,.,15,0.156887294,0.07359231,0.055319149,0.108108111,0.052788962,0.014364805,1.103884652,7,0.141784877,15222.57143,174.4434883,0.141784877,15562.28571,46.8453818
12,311,A,CAT.2.9,CA,T,2,9,2n,.,m,1797.585967,100740.3128,High,56.042,0.05064,15.075,0.05139,15.09266,0.01766,1.766,0.343646624,0.017402265,2474.8475,142.2141023,3.875,44.755,10046.4,63,10046.4,5688.788222,63,1413.47449,0,.,64,0.669385786,0.125714398,0.018050542,0.252100855,0.234050313,0.053950904,8.045721496,32,0.648159437,15280.59375,252.5153287,0.648159437,15179.21875,317.5535127
12,314,D,OR'V.1.6,OR,V,1,6,4n,.,.,501.7280001,33284.63552,High,66.34,0.04945,15.01939,0.05138,15.04057,0.02118,2.118,0.412222655,0.02038441,1817.45875,89.15925089,3.34,46.11,27389.5,81,27384.37585,12929.35593,80,6968.83936,925.40381,.,23,0.240560517,0.083768965,0.016759777,0.195121944,0.178362167,0.054660858,1.926686194,13,0.263314771,15251.69231,163.3097032,0.263314771,15436.76923,189.6365568
12,320,D,IDV.3.5,ID,V,3,5,2n,.,l,866.9318182,40478.78046,High,46.692,0.05116,14.8843,0.04814,14.9075,0.0232,2.32,0.481927711,0.024655422,4875.14875,197.7313068,2.77,47.04,30726.5,58,30721.486,13242.01983,57,9581.66602,0,.,52,0.543875951,0.114119238,-0.053941909,0.265917599,0.319859508,0.083219487,5.934200361,26,0.526629542,14956.96154,243.8007511,0.526629542,15213.15385,326.0819496
12,321,D,NVT.2.8,NV,T,2,8,2n,.,m,44.56113187,1291.114235,Low,28.974,0.05111,14.89093,0.05171,14.91009,0.01916,1.916,0.370527944,0.018937683,2999.39125,158.3821639,3.18,44.06,36956.4,81,36953.36569,19286.72531,80,4751.85742,1043.45569,.,76,0.79489562,0.185348278,0,0.294117659,0.294117659,0.060700745,14.08646914,38,0.769689331,14593.47368,407.4645439,0.769689331,14874.5,493.8685501
12,322,A,IDT.1.6,ID,T,1,6,2n,aphids,n,1409.922178,72775.95305,High,51.617,0.05138,14.92909,0.05108,14.94768,0.01859,1.859,0.363938919,0.018699182,3356.70375,179.5107298,3.63,46.35,30288,71,30288,16292.63045,71,527.23059,1115.30066,.,39,0.407906963,0.004907078,-0.074074075,0.080459774,0.154533848,0.035877787,-0.191376027,21,0.42535463,15138.09524,326.6244246,0.42535463,15205.95238,307.1770819
12,328,A,IDT.1.3,ID,T,1,3,2n,aphids,m,792.5477803,44511.06844,High,56.162,0.04939,14.84444,0.05082,14.86403,0.01959,1.959,0.385478158,0.019038766,4179.92375,219.5480368,3.86,45.54,30857.6,71,30857.6,15751.71006,71,1387.27222,887.59601,.,30,0.313774587,0.105512935,0.022624435,0.198412701,0.175788267,0.042708185,3.165388048,16,0.324079718,15021.0625,348.7605677,0.324079718,15222.9375,388.4537406
12,329,D,MT'W.3.9,MT,W,3,9,4n,.,l,29.90908705,918.418336,Low,30.707,0.0494,14.85707,0.05063,14.8824,0.02533,2.533,0.500296267,0.024714636,2228.4275,90.16631023,3.78,44.11,29874.8,66,29874.8,11794.23608,66,4426.26709,537.66486,.,26,0.271937975,0.057336271,-0.034782607,0.140740737,0.175523344,0.047403679,1.490743038,16,0.324079718,14925.375,200.5591792,0.324079718,15416.875,206.2085943
12,330,D,MT'W.3.6,MT,W,3,6,4n,aphids,l,60.3435688,1942.278449,Low,32.187,0.0511,14.97321,0.05174,14.99545,0.02224,2.224,0.429841515,0.021964901,2058.8025,93.73147002,3.02,45.1,23333,67,23333,10491.45683,67,2701.20581,0,.,35,0.366070352,0.009707322,-0.06666667,0.035897437,0.102564108,0.026745824,-0.339756267,19,0.384844666,15395.78947,238.9357057,0.384844666,15481.57895,172.7844157
