"","C001","C002","C003","C004","C005","C006","C007","C008","C009","C010","C011","C012","C013","C014","C015","C016","C017","C018","C019","C020","C021","C022","C023","C024","C025","C026","C027","C028","C029","C030","C031","C032","C033","C034","C035","C036","C037","C038","C039","C040","C041","C042","C043","C044","C045","C046","C047","C048","C049","C050","C051","C052","C053","C054","C055","C056","C057","C058","C059","C060","C061","C062","C063","C064","C065","C066","C067","C068","C069","C070","C071","C072","C073"
"UTWV.2.1_2021",3923.162,177.403,0,0,0,0,193.661,0,200.229,416.288,1771.506,0,0,0,0,0,232.902,564.662,0,11053.187,0,0,0,0,178.867,311.469,107.437,202.311,0,0,187.403,0,0,0,186.667,6647.752,0,299.7,670.364,0,755.979,0,0,137.733,0,0,0,0,0,0,0,0,341.076,0,0,0,0,0,0,344.541,0,0,0,0,0,0,0,0,0,0,0,0,0
"UTWV.2.10_2021",4760.549,361.391,827.053,0,0,0,328.121,0,217.054,1464.645,4388.7,0,0,0,0,0,0,248.374,3707.206,97.408,0,638.986,0,0,808.113,247.634,0,93.599,0,98.976,217.065,262.657,0,0,150.364,2229.733,141.912,915.328,869.657,0,305.528,0,0,326.838,0,0,225.452,155.49,63.876,57.421,0,0,312.531,0,0,0,0,0,0,208.465,0,0,0,0,0,0,0,0,0,0,0,0,0
"UTWV.2.6_2012",370.71,1788.617,0,0,0,0,0,0,397.338,0,217.414,889.58,0,0,4581.674,0,0,0,0,0,4405.913,0,0,276.014,731.585,0,250.441,240.396,0,0,84.95,0,177.946,0,0,0,1234.357,4384.302,0,196.656,0,255.861,0,395.04,0,0,0,753.956,80.765,105.06,0,0,0,108.162,0,104.524,0,0,0,0,0,93.711,0,395.278,0,0,300.458,0,0,0,0,0,0
"UTWV.2.6_2021",5089.097,327.76,0,74.562,0,0,340.003,0,0,197.587,875.251,0,0,0,0,0,196.584,536.763,4672.983,102.443,0,0,0,107.428,725.182,549.156,118.574,192.484,0,102.711,298.412,179.259,0,0,1393.843,830.618,0,220.338,233.074,0,612.669,0,0,221.082,0,0,124.268,136.712,110.943,59.092,0,0,246.525,0,0,0,0,0,0,273.616,0,0,0,0,0,0,0,0,0,0,0,0,0
"UTWV.2.7_2012",490.776,1641.392,0,0,0,0,0,0,537.757,0,0,0,538.443,0,2032.961,0,0,533.85,0,0,1856.693,0,0,790.893,0,10512.86,448.438,72.941,0,1453.145,0,0,0,0,0,0,718.316,519.348,0,188.124,0,0,1842.457,154.814,97.87,0,0,469.976,93.507,0,0,0,0,0,0,0,0,0,0,0,0,67.906,0,219.999,0,0,108.713,0,0,0,0,0,0
"UTWV.2.7_2021",4033.546,234.065,700.718,0,0,0,255.811,0,0,0,480.154,0,0,0,0,0,997.8,167.134,2512.75,200.199,0,0,0,21311.358,1404.986,117.671,3480.531,0,0,0,140.827,212.729,0,0,1060.118,362.707,0,117.345,0,4958.329,102.906,0,102.617,0,102.621,0,74.432,0,0,0,0,0,81.053,0,0,0,0,0,0,188.568,0,0,0,0,0,0,0,0,0,0,0,0,0
"UTWV.2.8_2012",176.454,1084.882,0,534.346,0,0,0,0,0,0,0,479.171,0,0,475.139,0,0,742.025,0,0,1394.428,0,0,301.588,0,15518.994,0,75.219,0,1624.237,0,0,0,0,176.171,0,203.853,1668.86,0,0,0,0,1621.671,104.834,179.901,0,0,436.274,0,0,0,0,0,0,0,126.23,0,0,0,0,0,91.655,0,330.401,0,0,189.303,0,0,0,0,0,0
"UTWV.2.8_2021",1494.619,109.172,202.339,0,0,0,0,0,0,0,462.41,0,0,0,0,0,1138.07,0,949.447,0,0,0,0,9443.525,116.255,0,1781.843,0,0,0,0,283.597,0,0,143.848,1672.479,0,259.243,2028.461,0,128.95,0,121.428,0,111.439,0,0,0,0,0,0,0,191.574,0,0,0,0,0,0,85.63,0,0,0,0,0,0,0,0,0,0,0,0,0
"WAT.1.3_2012",428.315,5451.254,0,0,992.696,458.896,651.076,246.952,1494.395,0,0,2068.63,0,0,1278.469,0,0,740.677,0,0,1767.158,0,0,4881.589,261.805,0,0,751.772,457.9,328.235,0,0,402.236,0,0,138.422,402.264,76.541,1704.516,168.589,0,0,1901.004,183.391,0,0,0,391.244,74.192,315.086,0,136.492,234.948,0,0,124.234,0,0,0,0,0,0,0,0,0,0,105.644,0,0,0,0,0,0
"WAT.1.3_2021",1196.22,428.414,0,0,0,0,162.946,0,0,0,118.138,0,0,0,0,0,250.203,128.712,290.703,0,0,0,0,0,275.744,0,193.385,0,0,0,111.821,0,0,0,118.368,3207.245,540.443,88.316,670.149,0,0,0,0,124.155,0,288.132,0,65.404,0,64.792,0,0,111.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WAT.1.6_2012",706.2,3216.309,0,0,0,0,0,0,1497.477,0,0,677.282,0,0,566.043,0,0,1400.937,0,0,1980.194,0,0,941.355,0,0,0,483.03,336.593,400.125,0,0,211.404,227.684,0,0,149.345,2845.648,1824.226,427.566,0,0,2035.083,290.682,0,0,0,213.531,0,99.354,58.571,164.683,95.833,0,0,60.92,0,0,0,0,0,0,0,159.574,0,0,98.05,0,0,0,0,0,0
"WAT.1.6_2021",6420.564,124.224,0,0,127.794,0,839.952,0,0,0,421.248,103.604,0,0,116.438,0,2010.95,478.951,3584.148,177.048,0,0,4989.049,0,1256.904,969.07,2039.213,131.601,0,0,454.988,328.098,0,0,341.13,4978.763,0,683.376,287.455,4362.849,0,324.554,0,212.858,0,0,67.25,167.322,70.38,163.3,0,0,327.464,0,0,0,0,0,0,80.692,0,0,0,0,0,0,0,0,0,0,0,0,0
"WAT.2.1_2012",6653.789,2983.99,0,0,829.473,350.568,0,0,1366.966,0,424.308,1771.555,0,0,5550.375,0,0,204.323,129.41,0,3446.385,0,0,2933.658,0,0,0,286.355,416.499,458.646,266.31,0,0,176.661,0,0,4482.632,9002.069,358.505,296.714,181.473,0,1810.721,309.302,0,0,100.438,225.58,451.633,1927.54,53.451,0,678.044,0,86.873,793.18,0,0,0,0,0,325.771,0,933.609,0,1064.044,494.02,0,0,0,0,0,0
"WAT.2.1_2021",959.687,108.057,0,621.247,0,0,0,0,0,0,0,0,0,0,0,0,344.822,134.024,1209.591,96.856,0,0,0,0,334.93,319.679,286.009,0,0,137.459,173.763,311.468,0,0,1995.71,1109.328,211.358,706.024,1554.343,0,336.343,0,0,0,0,322.458,60.294,92.71,0,0,0,0,223.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WAT.2.10_2012",0,2646.018,0,0,984.873,328.236,0,0,1006.165,0,207.131,1643.077,0,0,4114.726,0,0,0,362.689,0,9522.094,0,0,405.645,2467.282,0,0,122.909,134.911,129.452,88.57,0,0,0,0,0,2054.464,7811.443,0,308.226,114.264,0,225.532,872.672,91.078,0,0,268.504,142.545,359.101,65.92,0,259.209,0,0,115.664,0,0,0,0,0,230.715,0,907.165,0,1241.504,587.157,0,0,0,0,0,0
"WAT.2.3_2012",446.744,2535.886,0,0,0,0,0,0,534.194,0,0,1189.129,0,0,4773.455,0,0,281.077,0,0,4275.315,0,0,773.002,1244.025,0,265.869,237.339,0,369.729,97.236,0,0,0,0,0,1782.048,5193.723,0,245.94,0,0,739.767,352.362,0,0,0,586.083,98.465,264.612,66.124,0,178.881,0,0,122.073,0,0,0,0,0,154.866,0,408.408,0,380.864,275.36,0,0,0,0,0,0
"WAT.2.4_2012",423.702,2841.853,0,0,632.346,280.003,0,0,814.206,0,296.865,1574.699,0,0,7168.692,0,0,0,186.482,0,5873.903,0,0,463.896,2481.197,0,159.607,212.027,0,0,120.221,0,0,0,0,0,3018.574,7672.838,0,381.909,174.681,123.755,254.508,485.101,0,0,0,494.255,153.054,630.013,97.487,0,379.236,0,53.317,219.337,0,0,0,0,78.348,141.084,0,464.606,0,261.207,183.95,0,0,0,0,0,0
"WAT.2.7_2012",827.43,2129.901,0,0,431.155,0,0,0,454.328,0,197.585,1661.1,0,0,3903.827,0,0,0,149.394,0,4644.803,0,0,464.776,2708.481,0,104.699,137.191,0,0,0,0,0,140.092,0,0,2174.491,7183.259,0,310.158,79.48,0,308.688,397.705,0,0,0,228.102,122.377,391.914,0,0,217.046,0,0,108.457,0,0,0,0,0,228.635,0,667.199,0,988.258,251.735,0,0,0,0,0,0
"WAT.2.8_2021",2230.523,806.021,0,0,0,0,449.316,0,0,0,187.952,0,0,0,0,0,138.055,0,2167.523,0,0,0,0,721.512,410.511,181.719,356.952,0,0,600.023,228.935,207.937,0,0,1158.018,1161.845,237.896,566.826,730.539,0,72.908,0,0,219.959,0,0,74.662,225.009,138.348,149.609,0,0,238.702,0,0,0,0,0,109.249,171.704,0,0,0,0,0,0,0,0,0,0,0,0,0
"WAT.2.9_2012",0,1800.013,0,0,502.215,0,0,0,777.207,0,0,1012.763,0,0,6790.978,0,0,0,0,0,1983.042,0,0,278.12,1002.364,0,131.819,137.744,0,0,111.661,0,0,0,0,0,2781.268,6075.184,0,300.684,0,76.232,0,218.42,0,0,96.435,539.445,152.421,389.138,87.088,0,244.142,0,0,117.062,0,0,0,0,0,110.071,0,199.695,0,158.79,109.776,0,0,0,0,0,0
"WAT.2.9_2021",2050.4,210.689,0,0,0,0,311.311,0,0,107.488,786.856,0,0,8185.398,0,0,117.442,116.891,2642.324,121.353,0,0,0,0,432.274,340.501,0,0,0,138.18,247.092,272.949,0,0,224.112,2316.296,291.307,279.364,135.53,0,327.346,0,0,0,83.391,254.642,94.699,116.176,102.437,84.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WAW.1.1_2012",141.35,1932.328,0,0,566.012,254.622,0,0,570.319,0,160.118,2434.508,0,0,6882.072,0,0,0,0,0,2242.856,0,0,421.797,1303.567,0,117.58,146.163,0,0,112.064,0,0,0,0,0,2909.504,8641.09,0,162.295,0,0,155.352,185.033,0,0,101.944,428.034,129.459,541.379,91.043,0,256.371,0,0,111.146,0,0,0,0,0,219.143,0,356.498,0,177.469,153.225,0,0,0,0,0,0
"WAW.1.2_2012",268.366,2120.5,0,0,520.861,0,0,0,1745.632,0,0,816.477,0,0,7808.818,0,0,0,0,0,3039.114,0,0,333.418,937.989,0,0,190.474,187.521,0,147.652,0,0,185.928,0,146.525,2701.834,4903.339,0,374.324,0,98.643,137.665,305.472,0,0,107.636,447.009,139.254,210.516,73.695,0,167.166,0,0,125.283,0,0,0,0,0,103.153,0,296.091,0,86.141,105.218,0,0,0,0,0,0
"WAW.1.2_2021",4227.835,370.595,0,481.259,0,0,764.632,0,215.325,117.883,576.622,0,0,5840.044,0,0,170.993,174.23,2285.747,106.464,0,0,0,0,834.81,306.896,0,0,0,139.194,415.284,209.966,0,0,2047.588,499.298,411.752,508.518,0,0,321.14,0,0,170.317,0,213.051,117.809,193.411,95.808,79.793,0,0,208.39,0,0,0,0,0,0,100.679,0,0,0,0,0,0,0,0,0,0,0,0,0
"WAW.1.3_2012",490.965,2073.459,0,0,533.762,0,0,0,971.294,0,192.75,1114.151,0,0,6272.649,0,0,0,181.492,0,6743.705,0,0,245.878,876.374,0,0,110.518,112.163,0,97.812,0,0,0,0,0,2208.345,7488.005,134.397,420.119,126.634,129.932,382.092,668.09,0,0,0,358.513,59.505,100.164,0,0,130.625,0,0,0,0,0,0,0,0,170.927,0,474.948,0,105.919,136.614,0,0,0,0,0,0
"WAW.1.3_2021",2940.833,244.532,0,324.117,0,0,974.259,0,0,183.471,616.038,0,0,6356.817,0,0,150.049,284.317,0,10032.126,0,0,0,0,852.528,181,0,112.876,0,112.366,251.048,470.909,0,0,1923.471,806.396,0,138.057,1024.23,0,1023.315,0,0,257.611,0,165.554,126.011,0,79.732,0,0,0,115.513,0,0,0,0,0,0,86.644,0,0,0,0,0,0,0,0,0,0,0,0,0
"WAW.1.4_2012",117.271,2236.118,0,0,671.514,0,0,0,988.513,0,176.749,1417.431,0,0,6425.449,0,0,0,180.315,0,6916.337,0,0,248.328,876.412,0,0,106.917,108.209,0,90.395,0,0,143.56,0,0,2322.554,6556.806,125.496,419.009,118.123,125.977,298.223,584.198,0,0,0,353.387,77.813,127.418,108.318,0,158.993,0,0,131.249,0,0,0,0,0,126.517,0,580.468,0,156.774,82.518,0,0,0,0,0,0
"WAW.1.5_2012",525.738,1591.245,0,0,0,0,0,0,719.862,0,0,1039.978,0,0,5528.846,0,0,0,0,0,3789.604,0,0,193.601,574.817,0,0,82.681,0,0,85.71,0,0,138.075,0,0,2040.419,5717.167,0,393.967,99.618,132.421,194.028,415.188,0,0,144.723,428.722,80.476,127.325,72.739,0,155.779,0,0,96.889,0,0,0,0,0,109.979,0,303.467,0,194.593,144.67,0,0,0,0,123.987,0
"WAW.1.6_2012",0,1215.686,0,0,0,0,0,0,691.879,0,192.716,1354.982,0,0,5362.771,0,0,0,134.986,0,5753.872,0,0,253.452,902.054,0,0,83.868,88.404,0,85.228,0,0,0,0,0,2059.291,6534.94,0,353.732,101.755,128.385,161.494,512.417,0,0,0,429.107,77.588,117.6,0,0,140.801,0,0,0,0,0,0,0,0,139.287,0,372.57,0,175.591,116.713,0,0,0,0,0,0
"WAW.1.6_2021",3617.929,281.311,0,0,0,0,632.93,0,174.037,250.07,1499.607,0,0,0,0,0,120.835,427.842,0,9124.639,0,0,0,0,744.193,194.346,0,158.924,0,113.829,322.829,538.108,0,0,185.31,510.453,154.557,206.106,571.965,0,1061.304,0,0,252.95,0,151.162,0,0,83.006,0,0,0,90.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WAW.1.7_2012",0,1729.088,0,0,674.559,278.294,0,0,878.405,0,0,253.449,0,0,6325.281,0,0,0,189.228,0,5477.453,0,0,434.378,1762.003,0,107.504,137.96,0,0,115.047,0,0,0,0,0,3116.878,247.613,0,275.715,0,94.375,0,500.803,0,0,102.058,302.931,114.58,378.691,106.674,0,223.543,0,0,104.722,0,0,0,0,0,0,0,144.856,0,120.118,151.381,0,0,0,0,0,0
"WYW.1.2_2012",698.042,2622.653,0,0,685.395,250.029,0,0,1661.698,0,0,556.71,76.934,0,8263.757,0,0,0,0,0,2187.871,0,0,1007.305,2091.942,0,464.111,252.783,0,0,167.282,0,0,489.678,0,0,3193.327,557.534,0,124.56,0,111.632,0,128.049,0,0,385.797,148.563,172.52,780.027,0,0,206.775,0,0,294.47,0,0,0,0,0,89.044,0,104.703,0,0,85.412,0,0,0,0,0,0
