"Garden Plant ID","C002","C003","C006","C007","C008","C010","C012","C013","C014","C016","C018","C019","C020","C021","C022","C025","C026","C028","C029","C030","C031","C032","C033","C034","C035","C037","C038","C039","C040","C041","C042","C043","C044","C045","C046","C048","C049","C050","C051","C052","C053","C054","C055","C057","C063","C065","C067","C068","C069"
379,29875.70866,80874.96063,17504.48819,19.68503937,19.68503937,56016.25984,58932.51969,136714.3701,19.68503937,256434.2913,19.68503937,19.68503937,12948.11024,6854.488189,19.68503937,44384.64567,60873.77953,7938.543307,15804.96063,15426.02362,4984.251969,7116.181102,19.68503937,19.68503937,19.68503937,19.68503937,59395.35433,490716.3386,19.68503937,15073.8189,16593.46457,2565.551181,21177.3622,34975.94488,6323.228346,19.68503937,19.68503937,4269.291339,12360.90551,19.68503937,19.68503937,7195.590551,19.68503937,10741.85039,2755.354331,7849.133858,19.68503937,5044.76378,19.68503937
380,35451.23288,122896.4384,26676.60274,27.39726027,27.39726027,26728.10959,27.39726027,34769.42466,27.39726027,17939.56164,27.39726027,17500.71233,27.39726027,27.39726027,61775.28767,96680.65753,27.39726027,19677.31507,11930.30137,27.39726027,6970.027397,27.39726027,27.39726027,27.39726027,27.39726027,27.39726027,27.39726027,38894.79452,27.39726027,7758.136986,27.39726027,10195.06849,27.39726027,6407.506849,27.39726027,27.39726027,26191.12329,27.39726027,7651.616438,27.39726027,9042.136986,4364.273973,27.39726027,3326.520548,27.39726027,19932.54795,27.39726027,10433.36986,27.39726027
388,26.37130802,194888.6076,40683.75527,17700.26371,12177.05696,27522.36287,26.37130802,13027.26793,26.37130802,33395.56962,26.37130802,48127.16245,15898.41772,26.37130802,42227.68987,432397.7848,18750.89662,26.37130802,24780.37975,26.37130802,41537.18354,26.37130802,26.37130802,7655.696203,9797.943038,11853.16456,12628.9557,5718.565401,82665.92827,21762.44726,26.37130802,26.37130802,463688.7658,26.37130802,26.37130802,26.37130802,10304.69409,3895.253165,22475.42194,26.37130802,8401.265823,14997.57384,26.37130802,8200.949367,26.37130802,21561.55063,26.37130802,8421.044304,26.37130802
401,33583.45102,22.06531333,22.06531333,22.06531333,22.06531333,12074.05119,11257.41395,39064.78376,22.06531333,82792.27714,22.06531333,22.06531333,22.06531333,22.06531333,50079.61165,22.06531333,22.06531333,22.06531333,22.06531333,22.06531333,22.06531333,22.06531333,22.06531333,22.06531333,22.06531333,22.06531333,16186.93733,128177.6699,22.06531333,7761.209179,22.06531333,22.06531333,22.06531333,5303.662842,22.06531333,22.06531333,9841.615181,22.06531333,3217.740512,22.06531333,22.06531333,3657.987643,22.06531333,5389.585172,22.06531333,22.06531333,22.06531333,22.06531333,22.06531333
403,52008.85142,98847.83983,26.34351949,26.34351949,26.34351949,34240.46365,16042.62381,127409.1149,26.34351949,134349.3151,26.34351949,26.34351949,26.34351949,26.34351949,146078.6617,16524.65753,22848.68282,26.34351949,6565.068493,6023.12961,26.34351949,26.34351949,26.34351949,26.34351949,26.34351949,26.34351949,44635.03688,466822.1812,26.34351949,9241.201264,7525.97471,26.34351949,20435.66913,7975.44784,7374.973656,26.34351949,7493.730242,4581.296101,4342.202318,26.34351949,26.34351949,5718.651212,26.34351949,15314.38356,26.34351949,10510.85353,26.34351949,3677.239199,26.34351949
409,21853.85996,169399.5512,25656.50808,10655.34111,21571.99282,10265.43986,22.44165171,23580.386,22.44165171,10443.85099,22.44165171,22932.45063,22.44165171,22.44165171,84282.0018,105827.6481,7283.797127,11590.35009,7847.845601,22.44165171,16496.4991,22.44165171,22.44165171,7556.283662,22.44165171,22.44165171,3491.382406,36570.9605,22.44165171,6114.67684,22.44165171,22.44165171,66007.31598,8302.378815,22.44165171,22.44165171,24202.24417,22.44165171,5386.355476,22.44165171,8311.175943,22.44165171,2704.174147,7468.671454,8101.346499,7327.692998,22.44165171,6787.522442,22.44165171
413,23854.31997,34943.94378,20.66969822,20.66969822,20.66969822,54000.82679,7101.446879,16691.02935,20.66969822,142511.8644,20.66969822,87516.74246,20.66969822,20.66969822,154650.6821,20.66969822,20.66969822,2793.427036,3642.620918,3259.776767,93893.88177,20.66969822,20.66969822,20.66969822,4584.125672,20.66969822,19211.86441,53331.33526,20.66969822,6772.964035,20.66969822,20.66969822,34358.53659,11602.56304,7161.885076,20.66969822,25633.1542,2762.794543,2909.053328,20.66969822,20.66969822,20.66969822,20.66969822,20.66969822,20.66969822,10904.87805,4019.264159,7047.540306,20.66969822
417,22.77904328,60824.87472,22.77904328,22.77904328,22.77904328,27066.69704,22.77904328,16674.21412,22.77904328,123225.6492,22.77904328,22.77904328,22.77904328,22.77904328,132498.451,11338.35991,40836.67426,22.77904328,13442.8246,10193.66743,22.77904328,22.77904328,22.77904328,22.77904328,6941.412301,6156.036446,42450.61503,111606.3326,22.77904328,14793.02961,4916.264237,22.77904328,22.77904328,9973.120729,22.77904328,22.77904328,7002.642369,3504.646925,5144.874715,22.77904328,22.77904328,9430.387244,22.77904328,22.77904328,8265.284738,5979.316629,22.77904328,5344.601367,22.77904328
418,15881.03957,125280.567,30795.09746,29.53337271,29.53337271,103138.3343,29.53337271,48256.17247,29.53337271,461270.9982,29.53337271,29.53337271,29.53337271,29.53337271,179540.1063,19723.4495,55433.49084,29.53337271,11280.21264,11105.78854,29.53337271,8750.856468,29.53337271,29.53337271,11011.69522,8684.288246,159618.0744,289653.8098,29.53337271,22139.63379,29.53337271,5856.054341,8160.956881,18072.77023,29.53337271,6387.241583,26432.90018,8254.81394,12464.02835,4382.457177,29.53337271,9903.484938,29.53337271,7429.592439,6122.445363,17518.66509,5117.60189,6244.418193,29.53337271
421,27602.95096,27269.40981,20.78137988,20.78137988,20.78137988,20981.96176,11087.44805,59922.56858,20.78137988,44299.91687,20.78137988,20.78137988,20.78137988,20.78137988,164337.1987,20.78137988,12412.34414,20.78137988,20.78137988,20.78137988,20.78137988,325215.9185,20.78137988,20.78137988,46325.43641,20.78137988,3979.67581,140777.6392,20.78137988,20.78137988,4247.547797,20.78137988,46272.44389,9515.876974,20.78137988,20.78137988,14581.79551,20.78137988,20.78137988,20.78137988,20.78137988,20.78137988,20.78137988,12955.15378,3567.497922,15091.35495,10584.95428,13136.07648,20.78137988
429,25.03755633,85482.02303,25.03755633,25.03755633,25.03755633,18711.21683,25.03755633,25.03755633,25.03755633,15446.72008,25.03755633,23139.10866,25.03755633,25.03755633,37121.43215,54621.1317,25.03755633,28307.21082,21279.76965,25.03755633,8660.841262,25.03755633,25.03755633,25.03755633,25.03755633,5375.61342,4195.793691,30366.24937,25.03755633,10844.8673,25.03755633,25.03755633,148285.8287,6666.8002,25.03755633,25.03755633,23626.89034,25.03755633,3915.172759,25.03755633,7839.208813,25.03755633,3393.990986,25.03755633,25.03755633,10930.34552,25.03755633,25.03755633,25.03755633
436,5505.890603,104563.7214,31417.2043,23.37540907,23.37540907,46237.1669,8286.535764,66289.43432,23.37540907,300418.3731,23.37540907,23.37540907,8453.249182,23.37540907,323367.7887,11632.91258,40996.35344,23.37540907,5021.832632,5082.234689,23.37540907,4249.415615,23.37540907,23.37540907,6734.922861,23.37540907,108604.6751,306559.4203,5890.416082,19612.38897,5545.7223,5912.903226,13965.54465,27335.10986,23.37540907,23.37540907,16544.50678,3661.196821,5980.271155,5087.330528,23.37540907,7456.428237,23.37540907,6159.373539,5938.148668,27160.72931,7352.688172,3881.15942,23.37540907
456,27.14440825,27.14440825,27.14440825,27.14440825,27.14440825,421696.0369,7604.668838,39235.66775,27.14440825,27.14440825,27.14440825,27.14440825,27.14440825,27.14440825,27.14440825,33429.04452,27.14440825,25844.35396,27.14440825,27.14440825,27.14440825,27.14440825,27.14440825,27.14440825,27.14440825,27.14440825,27.14440825,160388.7622,27.14440825,27.14440825,27.14440825,27.14440825,27.14440825,27.14440825,27.14440825,27.14440825,27.14440825,4615.418024,27.14440825,27.14440825,27.14440825,27.14440825,27.14440825,4088.707926,27.14440825,9269.326819,27.14440825,5038.97937,15973.7785
458,22.72727273,22.72727273,22.72727273,22.72727273,22.72727273,11076.54545,15014.22727,40318.09091,22.72727273,49881.40909,5578.727273,22.72727273,8176.863636,22.72727273,282938.6818,22.72727273,28962.72727,22.72727273,22.72727273,22.72727273,22.72727273,22.72727273,22.72727273,22.72727273,22.72727273,22.72727273,4821.045455,162675.9545,22.72727273,22.72727273,8567.090909,22.72727273,20962.72727,24265.81818,4511.454545,22.72727273,5583.590909,22.72727273,3426.954545,22.72727273,22.72727273,22.72727273,22.72727273,12754.81818,22.72727273,51741.81818,3537.5,30969.09091,22.72727273
